row ID,row m/z,row retention time,LT-C4-1A.mzML crop_filtered_NEG Peak area,LT-C4-1B.mzML crop_filtered_NEG Peak area,LT-C4-1C.mzML crop_filtered_NEG Peak area,LT-C4-2A.mzML crop_filtered_NEG Peak area,LT-C4-2B.mzML crop_filtered_NEG Peak area,LT-C4-2C.mzML crop_filtered_NEG Peak area,LT-C4-3A.mzML crop_filtered_NEG Peak area,LT-C4-3B.mzML crop_filtered_NEG Peak area,LT-C4-3C.mzML crop_filtered_NEG Peak area,LT-C4-4A.mzML crop_filtered_NEG Peak area,LT-C4-4B.mzML crop_filtered_NEG Peak area,LT-C4-4C.mzML crop_filtered_NEG Peak area,LT-C4-5A.mzML crop_filtered_NEG Peak area,LT-C4-5B.mzML crop_filtered_NEG Peak area,LT-C4-5C.mzML crop_filtered_NEG Peak area,LT-C4-6A.mzML crop_filtered_NEG Peak area,LT-C4-6B.mzML crop_filtered_NEG Peak area,LT-C4-6C.mzML crop_filtered_NEG Peak area,LT-C4-7A.mzML crop_filtered_NEG Peak area,LT-C4-7B.mzML crop_filtered_NEG Peak area,LT-C4-7C.mzML crop_filtered_NEG Peak area,PROCBLANKA.mzML crop_filtered_NEG Peak area,PROCBLANKB.mzML crop_filtered_NEG Peak area,PROCBLANKC.mzML crop_filtered_NEG Peak area,zBLK02.mzML crop_filtered_NEG Peak area,zBLK03.mzML crop_filtered_NEG Peak area,zBLK04.mzML crop_filtered_NEG Peak area,zBLK05.mzML crop_filtered_NEG Peak area,zBLK06.mzML crop_filtered_NEG Peak area,zBLK07.mzML crop_filtered_NEG Peak area,
4888,178.05809020996094,2.8925929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410286.15491254674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4889,504.0319061279297,3.177383666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691398.4957797539,632383.1448617339,536498.9145529579,0,0,0,0,0,0,0,0,0,0,0,0,
4890,355.17642466227215,3.244808433333334,1141123.4444243452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004905.209772408,453970.84045339556,0,1.0894118381240254E7,1.0245022271058936E7,1.1538471050373178E7,0,0,0,0,0,0,0,0,0,
4891,271.10897064208984,5.3823736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655106.6741630161,718745.9199738302,0,0,0,0,0,0,0,0,0,0,0,0,0,
4892,357.1561965942383,2.8140111166666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951624.0465006573,879723.5964209996,778104.3947834192,730828.5076171162,641649.8121724676,384683.58570623625,0,0,0,0,0,0,0,0,0,
4893,464.01036580403644,3.2707185666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465214.8729243024,457901.18628693826,516219.8435381714,0,0,0,0,0,0,0,0,0,0,0,0,
4894,393.11346435546875,2.43453614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973774.2244205506,0,1000213.1903044472,654653.0367602629,737003.9323628282,800493.0405424783,0,0,0,0,0,0,0,0,0,
4895,175.95851135253906,2.7258969999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476593.0556311289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4897,341.00433959960935,5.557070366666667,3687881.4713196387,3651628.4520252044,3474183.618146734,3506607.552624987,3554900.10952105,3332871.0514179287,2973111.7010869784,0,3049461.614057625,0,0,0,3041257.790810978,0,0,3647424.649172158,0,3474863.394858376,3402006.6082255794,3538592.202099864,3589544.328153314,0,0,0,667896.64847721,0,0,0,0,0,
4898,287.11388142903644,1.7146578333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869183.7006656812,962598.6087000434,1036404.6444066502,5083506.579976641,4000791.024276586,4432166.803697837,0,0,0,0,0,0,0,0,0,
4899,179.9353012084961,1.17767842,0,0,0,0,0,0,0,1247734.8171476487,1174115.477667704,0,1218575.9110689836,1210798.6202973048,0,0,0,1447620.2981708192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4900,635.2287292480469,4.1921625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352822.1816189507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4901,805.2540283203125,4.752325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500189.71324774285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4902,355.1762638092041,3.0611290375,1006887.4663714762,1002924.2890132566,0,0,0,0,0,0,0,0,0,0,0,0,0,1834056.0094429455,1571041.975478589,1026476.9058539061,7512134.1196638215,7278988.5863488605,7827144.381750358,0,0,0,0,0,0,0,0,0,
4903,437.123041788737,2.416105566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716990.9784322596,624330.3459931291,613591.9586897703,0,0,0,0,0,0,0,0,0,0,0,0,
4904,181.83740107218424,2.8054594,0,0,0,0,0,0,861682.3872448616,0,877133.2858839836,0,0,0,773429.342879717,0,0,530786.8899048077,1121723.1761107752,983676.4440386042,0,0,0,0,0,0,0,0,0,0,0,0,
4905,515.9627151489258,3.0404816500000003,0,0,0,0,0,0,0,0,0,0,0,0,962486.5620275177,1262727.420218109,0,611638.8080023607,501467.0239366408,0,0,0,0,0,0,0,0,0,0,0,0,0,
4906,445.17215728759766,3.3932975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595291.1604828986,0,885800.4585233442,0,0,0,0,0,0,0,0,0,0,0,0,
4907,498.00706990559894,2.9171302666666663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364197.5276988273,283717.29609423067,343321.2136928956,0,0,0,0,0,0,0,0,0,0,0,0,
4908,451.12408447265625,2.7727158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370206.80777381477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4909,419.14734268188477,3.9807862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497898.91419409006,0,0,819080.8290776019,633335.8039385354,821016.3903031162,0,0,0,0,0,0,0,0,0,
4910,249.11306635538736,3.2798607,0,0,0,0,0,0,0,0,0,0,0,0,431996.8973566282,0,0,495171.42314892134,0,415383.0385065231,1126819.3988019489,950839.6587041817,875833.9967374457,0,0,0,0,0,0,0,0,0,
4911,693.2334594726562,4.263654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502339.5174151735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4912,452.04588317871094,2.7830175333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492610.2693919563,562326.5596985146,431321.4902680792,0,0,0,0,0,0,0,0,0,0,0,0,
4913,317.10284423828125,3.5141934999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452845.40008684533,0,500737.00662813504,0,0,0,0,0,0,0,0,0,0,0,0,
4914,388.1696319580078,2.4987213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075604.044459185,983905.3638292133,0,0,0,0,0,0,0,0,0,0,0,0,0,
4915,323.1502380371094,3.3224436749999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576396.3982707683,0,0,3585685.3585920567,3327629.3304401306,3718485.9285787707,0,0,0,0,0,0,0,0,0,
4916,361.1507059733073,2.4165876999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603659.7400595157,868167.7373608698,658695.785221009,0,0,0,0,0,0,0,0,0,0,0,0,
4917,297.17078857421876,3.59724546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612009.1755250895,607276.7270915908,0,1709651.7360388935,2196339.86677242,2325769.3046270963,0,0,0,0,0,0,0,0,0,
4918,421.1274719238281,2.9846402,0,0,0,0,0,0,0,0,0,0,0,0,335462.7006608808,439548.7678044002,0,749143.0656304236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4919,357.1920115152995,3.0566699444444443,2594767.262051601,2719040.123470421,2235326.355369605,0,0,0,0,0,0,0,0,0,0,0,0,434523.70518638653,497801.29563878855,657287.1964462159,1.4856503505036468E7,1.2132917044297118E7,1.7852839034478642E7,0,0,0,0,0,0,0,0,0,
4920,289.1082000732422,2.8655225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799801.0858811721,0,572251.5378989575,0,0,0,0,0,0,0,0,0,0,0,0,
4921,490.01890055338544,2.4566056333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672462.8290352105,550507.7883359061,627683.6662908528,0,0,0,0,0,0,0,0,0,0,0,0,
4922,207.10205247667102,3.4668261,965654.4708614807,676432.053774691,739071.1113508465,0,0,0,0,0,0,0,0,0,0,0,0,563927.4826077473,590734.4717951647,542391.3594572097,3034307.4050330566,3077948.2790450198,3094003.1880305354,0,0,0,0,0,0,0,0,0,
4923,601.2639770507812,4.871408399999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379953.56692031445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4925,543.9773152669271,2.879285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478122.441168399,542901.7265037021,406759.7429217885,0,0,0,0,0,0,0,0,0,0,0,0,
4926,431.19146728515625,3.2616264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799311.2656973611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4928,505.9828796386719,2.53802015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609188.5978127349,0,536012.4494766431,0,0,0,0,0,0,0,0,0,0,0,0,
4929,601.303700764974,4.696930233333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528577.525666877,423531.0239289147,409586.99431547837,0,0,0,0,0,0,0,0,0,0,0,0,
4930,434.13768005371094,2.378550166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454975.7562162389,371742.1427424153,394663.84995932924,0,0,0,0,0,0,0,0,0,0,0,0,
4931,597.2343139648438,4.8039272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534927.8957919269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4932,785.1378021240234,3.1327557500000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409415.1174294116,258852.81972872996,0,0,0,0,0,0,0,0,0,0,0,0,0,
4933,405.1164306640625,3.02343364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472471.76626068674,285793.09608234244,386886.25566086476,410848.28047727316,0,492591.51694066374,0,0,0,0,0,0,0,0,0,
4934,737.3090209960938,5.0869816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416294.7485422747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4935,305.10304260253906,2.8876766000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711413.8673842981,696375.0575489666,712738.9057670389,0,0,0,0,0,0,0,0,0,0,0,0,
4936,581.2392425537109,4.96022535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614659.2958198371,0,768580.8972852572,0,0,0,0,0,0,0,0,0,0,0,0,
4937,481.2078094482422,4.047168166666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652849.3434523181,1076239.8788157385,0,0,0,876105.5435407615,0,0,0,0,0,0,0,0,0,
4938,354.1274719238281,2.5360354000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678144.6842972694,0,0,0,461418.8501381006,0,0,0,0,0,0,0,0,0,0,
4939,500.06182861328125,2.91462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355033.7527487335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4940,419.11281331380206,2.9968914333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579448.2036963758,472844.0177561486,552857.585357577,0,0,0,0,0,0,0,0,0,0,0,0,
4941,416.1648712158203,3.2167558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341674.6943659712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4943,615.2827758789062,6.0765258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856863.3423020747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4944,678.2839508056641,4.8419422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721903.3473255796,669309.8452138719,0,0,0,0,0,0,0,0,0,0,0,0,0,
4945,303.1365966796875,2.25285535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585365.8544145697,0,507509.7168369536,0,0,0,0,0,0,0,0,0,0,0,0,
4946,485.2398376464844,5.4175809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614389.2916585995,579922.0465125215,0,0,0,0,0,0,0,0,0,0,0,0,0,
4947,642.2658386230469,4.871408399999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451968.2615257613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4948,461.99244689941406,2.8925929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262022.03475781783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4949,261.8508720397949,0.38000909250000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465610.4316735237,0,690488.1056235717,419062.95303429815,0,353664.7305538992,0,0,0,0,0,0,0,0,0,
4950,980.4379577636719,5.8975569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390840.49246186006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4951,877.2164916992188,7.8717725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215978.419055966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4952,305.02294921875,4.9672585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694300.1995590817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4953,599.2493286132812,5.11468815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908335.5887827158,821016.1156124551,0,0,0,0,0,0,0,0,0,0,0,0,0,
4954,276.99181111653644,5.036615966666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522412.74374908337,508830.6886491453,543346.7111759309,0,0,0,0,0,0,0,0,0,0,0,0,
4955,377.1190948486328,2.55106295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336053.06484341045,0,351342.35759046074,0,0,0,0,0,0,0,0,0,0,0,0,
4956,432.1211242675781,2.3279594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544440.4126015315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4957,545.9729309082031,2.8674181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287929.2518674584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4958,347.17181396484375,2.06102315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580903.9711222039,0,664831.4197220986,0,0,0,0,0,0,0,0,0,0,0,0,
4959,313.1295227050781,2.4291933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771493.0756530939,612934.5575491758,0,5879707.564220203,4434725.778186045,5876977.994877164,0,0,0,0,0,0,0,0,0,
4960,333.11207580566406,2.4214697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632205.4447383466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4961,357.1554718017578,2.9623556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341442.17944565555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4962,317.0797805786133,2.9858507750000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384779.48258238984,0,0,1002928.7023591865,1024412.478182671,1116811.368268935,0,0,0,0,0,0,0,0,0,
4963,326.1328323364258,2.56088979,653890.625723071,577809.1363214777,0,0,0,0,2623809.5885369964,2537035.26304439,2772177.9091615784,0,0,0,6567038.690606353,6167483.720165963,6225862.202000822,993755.7989479227,961821.7845863065,0,0,0,0,0,0,0,0,0,0,0,0,0,
4964,260.10073634556363,3.1068222285714286,0,0,0,0,0,0,0,0,0,1799429.2983700742,1515058.8405874937,1519966.189947105,1.3258900730888367E7,1.1568408621895868E7,1.2113872278894417E7,628981.6267953975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4965,203.1070640563965,2.9725444199999997,0,0,0,0,0,0,0,0,0,0,0,0,347858.62120975566,298590.1475601271,0,887560.9495214309,816741.2510197167,994960.8715628375,0,0,0,0,0,0,0,0,0,0,0,0,
4966,223.94244956970215,0.5063429475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533942.5310644524,0,0,0,0,0,353881.96533530875,370404.8425411942,343403.03855087346,0,0,0,0,0,0,
4967,369.14524332682294,2.7162595333333335,0,0,0,0,0,0,0,0,0,0,0,0,1651971.6192142963,1687547.0170818449,1790133.4618912267,1.7182999259971198E7,1.9312297149513286E7,1.782602878753363E7,0,0,0,0,0,0,0,0,0,0,0,0,
4968,689.2824096679688,4.740551777777777,0,0,0,0,0,0,0,0,0,0,0,0,9655717.876436057,7313529.25219574,8737310.635024287,5.156521947324987E7,2.645746408938124E7,2.517629760599618E7,2424116.6852312353,2585018.2599266707,2817978.4528486114,0,0,0,0,0,0,0,0,0,
4969,737.2641296386719,4.643713016666666,0,0,0,0,0,0,0,0,0,0,0,0,2645552.3496673238,2315912.639871721,2783573.9013876594,4.203151577803386E7,4.301352903851853E7,3.838275765407325E7,0,0,0,0,0,0,0,0,0,0,0,0,
4970,737.2650299072266,4.12426145,0,0,0,0,0,0,0,0,0,0,0,0,1756725.8494762331,1431739.6488576394,2236174.198866591,3.0635842253749814E7,2.848445851669876E7,3.1053030890442345E7,0,0,0,0,0,0,0,0,0,0,0,0,
4971,367.1396993001302,2.3762484833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8105241.462962948,9897003.437225632,1.0521588888259886E7,2780520.441612176,3787410.0928087514,2595047.2804306946,0,0,0,0,0,0,0,0,0,
4972,386.15430959065753,2.5960985666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7705128.869440411,8056004.238033645,7727836.682870517,1579622.1890829122,1742223.6653124625,1622928.505098605,0,0,0,0,0,0,0,0,0,
4973,778.1701456705729,2.7064604666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165961.6019115173,3851648.510464856,2961633.0431148596,0,0,0,0,0,0,0,0,0,0,0,0,
4974,723.2844482421875,4.51507975,0,0,0,0,0,0,0,644554.4232753328,0,565425.6642336303,529929.9695987887,578809.0908617359,6683344.849878631,5714246.713852325,6519274.854448726,3.998870180077704E7,3.920918734579201E7,1.8106049006129786E7,0,0,0,0,0,0,0,0,0,0,0,0,
4975,431.1921132405599,2.7830175333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890534.143828661,4119789.153843746,3612959.6673723958,0,0,0,0,0,0,0,0,0,0,0,0,
4976,367.1779327392578,2.697287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3161068.3316265005,2499919.1032659262,0,0,0,0,0,0,0,0,0,0,0,0,
4977,631.2772318522135,4.709256633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485428.797385771,0,669453.3579069818,0,574361.8765235529,0,0,0,0,0,0,0,0,0,
4978,695.2473449707031,4.553921249999999,0,0,0,0,0,0,0,0,0,0,0,0,1976623.644048464,1656509.4420625197,1999006.103728312,1.0640900741459247E7,1.1181174307990678E7,9686190.9942826,0,0,0,0,0,0,0,0,0,0,0,0,
4979,205.9351333618164,0.519295695,9642008.396419559,9242728.945509091,8937632.829869416,9372563.473432578,9725001.943235205,9462246.02349526,1.0341745902887354E7,9341136.947538447,9748265.709854785,9945541.731353315,1.0117375942657871E7,9756613.450166034,1.0532423503896799E7,9686341.390676592,1.0441365764082124E7,9874657.710814325,5088693.073883405,8869693.631914765,7102719.836474648,6513140.770858679,6661718.140031346,1.0984006457355298E7,1.0843467777990002E7,1.0409669494890396E7,5607795.457424944,6641163.023530155,7034745.671326115,7425122.209523414,5175812.230924195,8171191.460832295,
4980,695.2473510742187,4.82864034,0,0,0,0,0,0,0,0,0,0,0,0,473267.659170985,0,456522.9732785886,2882837.3769624447,3340691.005297314,2567438.42520176,0,0,0,0,0,0,0,0,0,0,0,0,
4982,353.124267578125,2.524980483333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5509657.01695232,5802530.230261827,5780697.672335899,6728291.330467963,6521690.32128318,6882473.640642554,0,0,0,0,0,0,0,0,0,
4983,375.10254160563153,2.889675366666667,0,0,0,0,0,0,0,0,0,0,0,0,1334489.2560855881,628402.3840273834,1293732.84988339,2262763.7242960334,2806039.5903707836,2117008.9966260437,0,0,0,0,0,0,0,0,0,0,0,0,
4984,480.0070037841797,2.9171302666666663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606174.5540187801,1739489.417608857,1232761.9366087937,0,0,0,0,0,0,0,0,0,0,0,0,
4986,692.3047078450521,4.809516466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2478867.12249061,2798594.0540312654,1819865.591519578,0,0,0,0,0,0,0,0,0,0,0,0,
4988,711.2426082066128,4.1802230428571425,0,0,0,0,0,0,0,0,0,0,0,0,3950727.803344444,3208046.5970691955,3761718.545343951,1.63084095955592E7,4713583.883433207,1.553274529498186E7,589269.0432181465,0,0,0,0,0,0,0,0,0,0,0,
4989,512.0617370605469,3.1154961333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767166.2464553714,2039091.9873847452,1758829.1591691156,0,0,0,0,0,0,0,0,0,0,0,0,
4990,263.0925699869792,2.742676022222222,0,0,0,0,0,0,0,0,0,0,0,0,479465.3618189902,400034.3342242242,682624.4822856421,1922844.3420784741,2100921.561408185,1622069.6450289737,1380828.01958396,1160041.6343473576,1436171.6946908447,0,0,0,0,0,0,0,0,0,
4991,483.97206115722656,2.4010917333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769786.9185053734,1861577.6749629616,2273110.331817941,0,0,0,0,0,0,0,0,0,0,0,0,
4995,389.0820770263672,2.84676845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377965.0618737352,1426289.254177873,0,0,0,0,0,0,0,0,0,0,0,0,
4996,367.0775451660156,2.7158518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551428.1942950392,0,0,0,0,0,0,0,0,0,0,0,0,0,
4998,755.2745361328125,3.9871649333333337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2661192.7866668925,3151092.5272094514,2646851.834027667,0,0,0,0,0,0,0,0,0,0,0,0,
4999,619.2358601888021,4.688276133333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372343.6272945201,1381216.7985927232,1211137.3931489636,0,0,0,0,0,0,0,0,0,0,0,0,
5000,711.3225301106771,4.4824044333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487210.9296054998,1970042.9090516872,1573837.4621648872,0,0,0,0,0,0,0,0,0,0,0,0,
5001,369.11964225769043,2.6096786499999998,0,0,0,0,0,0,0,0,0,0,0,0,1456994.9329866667,0,1273410.7606294937,7856418.800766205,1778305.7173863275,2891308.9291651817,1.1922474955386758E7,8674557.12927521,8362877.325052457,0,0,0,0,0,0,0,0,0,
5002,187.86019973754884,0.7939784990000001,2320852.2533627306,2104806.3107806128,2271843.872763572,2223603.2892085817,1740802.4673425537,2159459.424857396,2119942.860257199,2234806.9681293704,2056502.9627211792,2117790.8704475444,1901440.312137859,2014181.9025275193,1845750.8998803233,1947058.8988206708,2000561.7498346297,2389016.9177860394,2488953.1718369764,2141356.01291086,725868.2038236279,818113.0481988753,866547.2875804332,2077573.7170469104,2117521.428807211,2137732.485362709,1602014.3460685925,1692340.3576391477,1863720.8107525678,1759918.2373077339,1672541.61909083,1591031.8146633517,
5003,482.9795455932617,3.10554495,0,0,0,0,0,0,0,0,0,0,444629.4897271163,0,0,0,0,1251312.0702330559,1476032.8069761058,1201580.071315939,0,0,0,0,0,0,0,0,0,0,0,0,
5006,353.1243642171224,4.66020268888889,0,0,0,0,0,0,919014.3600758546,848439.9359261271,903142.4704831822,0,0,0,0,0,0,3769235.0608730195,2565992.874723803,2987771.2044832413,2509725.7338803187,2671693.4804709633,2532364.2787971455,0,0,0,0,0,0,0,0,0,
5007,677.2788899739584,4.8320865333333325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791510.1241408519,1424649.319976983,1805589.6695761909,0,0,0,0,0,0,0,0,0,0,0,0,
5008,633.2939961751302,4.888034466666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629572.4263063404,1768356.934277396,1778958.8698111447,0,0,0,0,0,0,0,0,0,0,0,0,
5009,263.09205627441406,3.1922889000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824335.5498538854,1532975.7150694693,1289467.329006373,1551053.5259836377,3633929.9175596167,2339785.7198464544,2504373.561995151,0,0,0,0,0,0,0,0,0,
5010,351.1085662841797,4.879378933333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451937.3700414193,1601399.3072185712,1301851.4447632574,0,0,0,0,0,0,0,0,0,0,0,0,
5011,727.2373555501302,3.8202187666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1882013.0722169962,2299259.842689285,1998551.3109046803,0,0,0,0,0,0,0,0,0,0,0,0,
5013,1044.4173177083333,5.440877866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3353413579794524E7,1.2434826511695376E7,1.152201063928268E7,0,0,0,0,0,0,0,0,0,0,0,0,
5014,421.16612243652344,3.0042782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090994.2477312016,1160265.9227055786,1038731.4219493361,0,0,0,0,0,0,0,0,0,0,0,0,
5016,399.1660970052083,4.925255433333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040314.3057797013,2157085.9011187493,1841381.8385273954,0,0,0,0,0,0,0,0,0,0,0,0,
5017,755.2738952636719,4.4175809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380753.5584026892,1634991.497515345,912465.777346785,0,0,0,0,0,0,0,0,0,0,0,0,
5019,711.3239440917969,3.9325503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882159.5683218775,0,0,0,0,0,0,0,0,0,0,0,0,0,
5020,353.1244532267253,4.58849645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997863.6626853254,1367878.067821129,931688.3961191832,1024557.1464975444,974047.1214392239,894195.1380797348,0,0,0,0,0,0,0,0,0,
5021,619.3148769802517,4.953045388888889,0,0,0,0,0,0,0,0,0,0,0,0,1677291.9865314513,1566602.296697825,1709570.3063111585,5692123.670093846,3771038.2745503997,3795221.648443964,1590359.1827347109,909809.3946446822,1947078.9447092914,0,0,0,0,0,0,0,0,0,
5022,671.2717946370443,5.3013907499999995,0,0,0,0,0,0,0,0,0,0,0,0,2036864.1604088442,1668861.3520173514,2012391.9439050073,3079664.7150029526,3267737.2596222223,2901773.9095148323,0,0,0,0,0,0,0,0,0,0,0,0,
5023,371.17125810895647,2.5849344857142857,0,0,0,0,0,0,0,0,0,0,0,0,251271.39050770918,0,0,1585800.9962975592,1806921.2628936092,1521855.3940948334,1385594.4434930144,1097470.8592002604,1282738.7408860747,0,0,0,0,0,0,0,0,0,
5024,979.4346262613932,6.37848855,0,0,0,0,0,0,0,0,0,0,0,0,1303508.7646565586,1152601.3272345017,1267604.921660497,3138996.8581472384,3254956.6438371716,2155437.536296985,0,0,0,0,0,0,0,0,0,0,0,0,
5025,680.2630310058594,4.139544666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3530993.968102877,3563620.13222262,3004769.7509090635,0,0,0,0,0,0,0,0,0,0,0,0,
5026,680.2619323730469,4.3385509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507476.760246727,2470142.1088287593,1965831.6690528293,0,0,0,0,0,0,0,0,0,0,0,0,
