Process,Number,sample,Sample,run,concentration,abs,h,dilution,j,k,units,test,number,run_time,Notes,Site
RESULT,23,U17,C3B-D-4-N,33,9.457586,2.736045,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654272956,6/3/2022 12:15,,
AUTODILUTION,APPROVED,1654272956,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654272956,,,,,,,,,,,,,,
RESULT,24,U18,C1A-D-4-N,34,0.603114,0.23037,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654273085,6/3/2022 12:18,,
RESULT,25,U19,C3B-B-1-N,35,1.312126,0.431009,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654273214,6/3/2022 12:20,,
RESULT,26,U20,C3SA-B-4-N,36,0.182569,0.111363,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654273343,6/3/2022 12:22,,
RESULT,26,C13,Duplicate,37,0.169524,0.107671,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654273471,6/3/2022 12:24,,
QCPRORESULT,DUPLICATE,7.410093,1654273471,,,,,,,,,,,,,
QCPRODECISION,IN,1654273471,,,,,,,,,,,,,,
RESULT,26,C14,Auto Spike,38,1.161728,0.350443,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654273601,6/3/2022 12:26,,
QCPRORESULT,AUTO SPIKE,97.915894,1654273601,,,,,,,,,,,,,
QCPRODECISION,IN,1654273601,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,39,1.043380,0.354959,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654273730,6/3/2022 12:28,,
QCPRORESULT,NORMAL,0,1654273730,,,,,,,,,,,,,
QCPRODECISION,IN,1654273730,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,40,0.007301,0.061765,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654273860,6/3/2022 12:31,,
QCPRORESULT,NORMAL,0,1654273860,,,,,,,,,,,,,
QCPRODECISION,IN,1654273860,,,,,,,,,,,,,,
RESULT,27,U21,C3SA-B-5-N,41,3.044842,0.921341,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654273989,6/3/2022 12:33,,
AUTODILUTION,APPROVED,1654273989,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654273989,,,,,,,,,,,,,,
RESULT,28,U22,C3B-B-2-N,42,0.339731,0.155837,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654274118,6/3/2022 12:35,,
RESULT,29,U23,C3SA-C-3-N,43,6.818277,1.989163,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654274246,6/3/2022 12:37,,
AUTODILUTION,APPROVED,1654274246,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654274246,,,,,,,,,,,,,,
RESULT,30,U24,C3C-B-3-N,44,5.102799,1.50371,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654274375,6/3/2022 12:39,,
AUTODILUTION,APPROVED,1654274375,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654274375,,,,,,,,,,,,,,
RESULT,31,U25,C1A-B-1-N,45,1.371699,0.447868,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654274509,6/3/2022 12:41,,
RESULT,32,U26,C1A-D-3-N,46,0.198116,0.115762,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654274638,6/3/2022 12:43,,
RESULT,33,U27,C3SA-A-1-N,47,16.306332,4.674132,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654274767,6/3/2022 12:46,,
AUTODILUTION,APPROVED,1654274767,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654274767,,,,,,,,,,,,,,
RESULT,34,U28,C3SC-B-1-N,48,0.610974,0.232594,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654274896,6/3/2022 12:48,,
RESULT,35,U29,C3SB-D-2-N,49,0.331082,0.15339,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654275025,6/3/2022 12:50,,
RESULT,36,U30,C3SC-B-3-N,50,1.762889,0.558568,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654275154,6/3/2022 12:52,,
RESULT,36,C13,Duplicate,51,1.757006,0.556903,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654275282,6/3/2022 12:54,,
QCPRORESULT,DUPLICATE,0.334236,1654275282,,,,,,,,,,,,,
QCPRODECISION,IN,1654275282,,,,,,,,,,,,,,
RESULT,36,C14,Auto Spike,52,2.835428,0.769319,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654275411,6/3/2022 12:56,,
QCPRORESULT,AUTO SPIKE,107.25399,1654275411,,,,,,,,,,,,,
QCPRODECISION,IN,1654275411,,,,,,,,,,,,,,
AUTODILUTION,APPROVED,1654275412,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654275412,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,53,1.016191,0.347264,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654275540,6/3/2022 12:59,,
QCPRORESULT,NORMAL,0,1654275540,,,,,,,,,,,,,
QCPRODECISION,IN,1654275540,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,54,0.012870,0.063341,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654275670,6/3/2022 13:01,,
QCPRORESULT,NORMAL,0,1654275670,,,,,,,,,,,,,
QCPRODECISION,IN,1654275670,,,,,,,,,,,,,,
RESULT,37,U31,C3SA-A-5-N,55,0.077303,0.081574,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654275799,6/3/2022 13:03,,
RESULT,38,U32,C1A-B-3-N,56,1.237159,0.409795,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654275927,6/3/2022 13:05,,
RESULT,39,U33,C1A-B-5-N,57,0.740081,0.26913,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654276055,6/3/2022 13:07,,
RESULT,40,U34,C3SC-B-2-N,58,0.741504,0.269532,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654276183,6/3/2022 13:09,,
RESULT,41,U35,C3SB-D-1-N,59,1.510248,0.487075,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654276316,6/3/2022 13:11,,
RESULT,42,U36,C3SC-B-5-N,60,0.481828,0.196048,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654276445,6/3/2022 13:14,,
RESULT,43,U37,C1A-D-2-N,61,0.256631,0.132321,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654276575,6/3/2022 13:16,,
RESULT,44,U38,C3SC-B-4-N,62,0.111504,0.091252,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654276703,6/3/2022 13:18,,
RESULT,45,U39,C3SA-A-2-N,63,2.246068,0.6953,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654276831,6/3/2022 13:20,,
AUTODILUTION,APPROVED,1654276831,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654276831,,,,,,,,,,,,,,
RESULT,46,U40,C1A-D-5-N,64,0.860727,0.303271,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654276961,6/3/2022 13:22,,
RESULT,46,C13,Duplicate,65,0.821318,0.292119,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654277090,6/3/2022 13:24,,
QCPRORESULT,DUPLICATE,4.685826,1654277090,,,,,,,,,,,,,
QCPRODECISION,IN,1654277090,,,,,,,,,,,,,,
RESULT,46,C14,Auto Spike,66,1.907523,0.537093,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654277168,6/3/2022 13:26,,
QCPRORESULT,AUTO SPIKE,104.679604,1654277168,,,,,,,,,,,,,
QCPRODECISION,IN,1654277168,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,67,1.053168,0.357728,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654277248,6/3/2022 13:27,,
QCPRORESULT,NORMAL,0,1654277248,,,,,,,,,,,,,
QCPRODECISION,IN,1654277248,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,68,0.015399,0.064056,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654277328,6/3/2022 13:28,,
QCPRORESULT,NORMAL,0,1654277328,,,,,,,,,,,,,
QCPRODECISION,IN,1654277328,,,,,,,,,,,,,,
RESULT,47,U41,C3SB-D-3-N,69,10.370777,2.994464,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654277408,6/3/2022 13:30,,
AUTODILUTION,APPROVED,1654277408,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654277408,,,,,,,,,,,,,,
RESULT,48,U42,C3SA-B-3-N,70,0.078212,0.081831,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654277488,6/3/2022 13:31,,
RESULT,-3,C11,CCV,71,1.065905,0.361333,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654277568,6/3/2022 13:32,,
QCPRORESULT,NORMAL,0,1654277568,,,,,,,,,,,,,
QCPRODECISION,IN,1654277568,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,72,0.014701,0.063859,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654277648,6/3/2022 13:34,,
QCPRORESULT,NORMAL,0,1654277648,,,,,,,,,,,,,
QCPRODECISION,IN,1654277648,,,,,,,,,,,,,,
RESULT,7,U1,C3B-D-2-N,13,8.826698,0.559262,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654278921,6/3/2022 13:55,,
RESULT,8,U2,C3C-B-1-N,14,5.987930,0.398596,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654279055,6/3/2022 13:57,,
RESULT,13,U7,C3SA-C-2-N,19,12.835284,0.786135,0,5,0,19,mg N/L,KCL NO3_NO2 2,1654279188,6/3/2022 13:59,,
AUTODILUTION,APPROVED,1654279188,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654279188,,,,,,,,,,,,,,
RESULT,16,U10,C3C-B-5-N,22,4.525499,0.315827,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654279322,6/3/2022 14:02,,
RESULT,16,C13,Duplicate,23,4.385308,0.307893,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654279455,6/3/2022 14:04,,
QCPRORESULT,DUPLICATE,3.146551,1654279455,,,,,,,,,,,,,
QCPRODECISION,IN,1654279455,,,,,,,,,,,,,,
RESULT,16,C14,Auto Spike,24,5.556514,0.544249,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654279588,6/3/2022 14:06,,
QCPRORESULT,AUTO SPIKE,103.101501,1654279588,,,,,,,,,,,,,
QCPRODECISION,IN,1654279588,,,,,,,,,,,,,,
RESULT,17,U11,C3C-B-2-N,27,5.176568,0.352676,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654279722,6/3/2022 14:08,,
RESULT,20,U14,C3C-B-4-N,30,2.556185,0.204371,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654279856,6/3/2022 14:10,,
RESULT,21,U15,C3SA-C-5-N,31,2.023308,0.174211,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654279989,6/3/2022 14:13,,
RESULT,22,U16,C3B-D-1-N,32,8.824079,0.559113,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654280123,6/3/2022 14:15,,
RESULT,23,U17,C3B-D-4-N,33,8.814808,0.558589,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654280261,6/3/2022 14:17,,
RESULT,27,U21,C3SA-B-5-N,41,2.900321,0.223848,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654280395,6/3/2022 14:19,,
RESULT,29,U23,C3SA-C-3-N,43,5.918458,0.394664,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654280528,6/3/2022 14:22,,
RESULT,30,U24,C3C-B-3-N,44,4.989057,0.342063,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654280605,6/3/2022 14:23,,
RESULT,33,U27,C3SA-A-1-N,47,20.721737,1.232483,0,5,0,19,mg N/L,KCL NO3_NO2 2,1654280685,6/3/2022 14:24,,
AUTODILUTION,APPROVED,1654280685,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654280685,,,,,,,,,,,,,,
RESULT,36,U30,C3SC-B-3-N,50,0.931991,0.112446,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654280765,6/3/2022 14:26,,
RESULT,36,C13,Duplicate,51,1.001017,0.116353,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654280845,6/3/2022 14:27,,
QCPRORESULT,DUPLICATE,7.141846,1654280845,,,,,,,,,,,,,
QCPRODECISION,IN,1654280845,,,,,,,,,,,,,,
RESULT,36,C14,Auto Spike,52,1.422167,0.229024,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654280925,6/3/2022 14:28,,
QCPRORESULT,AUTO SPIKE,49.017643,1654280925,,,,,,,,,,,,,
QCPRODECISION,OUT,1654280925,,,,,,,,,,,,,,
RESULT,45,U39,C3SA-A-2-N,63,1.794221,0.161246,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654281005,6/3/2022 14:30,,
RESULT,47,U41,C3SB-D-3-N,69,5.322753,0.36095,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654281085,6/3/2022 14:31,,
RESULT,13,U7,C3SA-C-2-N,19,14.646241,0.225485,0,25,0,0,mg N/L,KCL NO3_NO2 2,1654282034,6/3/2022 14:47,,
RESULT,33,U27,C3SA-A-1-N,47,24.319876,0.334984,0,25,0,0,mg N/L,KCL NO3_NO2 2,1654282113,6/3/2022 14:48,,
RUNENDED,1654282195,COMPLETE,,,,,,,,,,,,,,
RUNSTARTED,1658410519,7/21/2022 9:35,,,,,,,,,,,,,,
RESULT,-1,S1,Standard 1,0,0.034345,0.034345,0,0,0,0,mg N/L,KCl Ammonia 10,1658411698,7/21/2022 9:54,,
RESULT,-2,S90,Standard .2,1,0.062395,0.062395,0,0,0,0,mg N/L,KCl Ammonia 10,1658411857,7/21/2022 9:57,,
RESULT,-2,S91,Standard .5,2,0.087289,0.087289,0,0,0,0,mg N/L,KCl Ammonia 10,1658412017,7/21/2022 10:00,,
RESULT,-2,S92,Standard 1,3,0.142002,0.142002,0,0,0,0,mg N/L,KCl Ammonia 10,1658412177,7/21/2022 10:02,,
RESULT,-2,S93,Standard 2.5,4,0.285275,0.285275,0,0,0,0,mg N/L,KCl Ammonia 10,1658412338,7/21/2022 10:05,,
RESULT,-2,S94,Standard 5,5,0.540785,0.540785,0,0,0,0,mg N/L,KCl Ammonia 10,1658412497,7/21/2022 10:08,,
RESULT,-2,S95,Standard 7.5,6,0.755979,0.755979,0,0,0,0,mg N/L,KCl Ammonia 10,1658412658,7/21/2022 10:10,,
RESULT,-2,S96,Standard 10,7,1.014025,1.014025,0,0,0,0,mg N/L,KCl Ammonia 10,1658412818,7/21/2022 10:13,,
RESULT,-1,S0,Standard 0,8,0.035186,0.035186,0,0,0,0,mg N/L,KCl Ammonia 10,1658412978,7/21/2022 10:16,,
CALIBRATION,KCl Ammonia 10,1658412978,7/21/2022 10:16,,,,,,,,,,,,,
RESULT,-3,C11,CCV,9,5.283251,0.552233,0,0,0,0,mg N/L,KCl Ammonia 10,1658413139,7/21/2022 10:18,,
QCPRORESULT,NORMAL,0,1658413139,,,,,,,,,,,,,
QCPRODECISION,IN,1658413139,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,10,-0.004779,0.036362,0,0,0,0,mg N/L,KCl Ammonia 10,1658413299,7/21/2022 10:21,,
QCPRORESULT,NORMAL,0,1658413299,,,,,,,,,,,,,
QCPRODECISION,IN,1658413299,,,,,,,,,,,,,,
RESULT,5,U1,C3B-C-5-N,11,0.574635,0.092887,0,0,0,0,mg N/L,KCl Ammonia 10,1658413459,7/21/2022 10:24,,
RESULT,6,U2,C3B-C-4-N,12,0.390649,0.074938,0,0,0,0,mg N/L,KCl Ammonia 10,1658413619,7/21/2022 10:26,,
RESULT,7,U3,C3C-A-4-N,13,0.309448,0.067017,0,0,0,0,mg N/L,KCl Ammonia 10,1658413779,7/21/2022 10:29,,
RESULT,8,U4,C3C-A-2-N,14,0.017462,0.038532,0,0,0,0,mg N/L,KCl Ammonia 10,1658413939,7/21/2022 10:32,,
RESULT,9,U5,C3B-C-2-N,15,2.347943,0.265881,0,0,0,0,mg N/L,KCl Ammonia 10,1658414099,7/21/2022 10:34,,
RESULT,10,U6,C3B-C-3-N,16,0.506760,0.086265,0,0,0,0,mg N/L,KCl Ammonia 10,1658414259,7/21/2022 10:37,,
RESULT,11,U7,C3C-A-1-N,17,0.743828,0.109392,0,0,0,0,mg N/L,KCl Ammonia 10,1658414419,7/21/2022 10:40,,
RESULT,12,U8,C3B-C-1-N,18,0.264151,0.062598,0,0,0,0,mg N/L,KCl Ammonia 10,1658414579,7/21/2022 10:42,,
RESULT,13,U9,C3SC-A-2-N,19,1.314021,0.165017,0,0,0,0,mg N/L,KCl Ammonia 10,1658414738,7/21/2022 10:45,,
RESULT,14,U10,C1SB-B-3-N,20,2.823915,0.312314,0,0,0,0,mg N/L,KCl Ammonia 10,1658414898,7/21/2022 10:48,,
RESULT,14,C13,Duplicate,21,2.839940,0.313877,0,0,0,0,mg N/L,KCl Ammonia 10,1658415058,7/21/2022 10:50,,
QCPRORESULT,DUPLICATE,0.565855,1658415058,,,,,,,,,,,,,
QCPRODECISION,IN,1658415058,,,,,,,,,,,,,,
RESULT,14,C14,Auto Spike,22,4.707779,0.493875,0,0,0,0,mg N/L,KCl Ammonia 10,1658415218,7/21/2022 10:53,,
QCPRORESULT,AUTO SPIKE,94.193192,1658415218,,,,,,,,,,,,,
QCPRODECISION,IN,1658415218,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,23,5.259255,0.549892,0,0,0,0,mg N/L,KCl Ammonia 10,1658415378,7/21/2022 10:56,,
QCPRORESULT,NORMAL,0,1658415378,,,,,,,,,,,,,
QCPRODECISION,IN,1658415378,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,24,0.005076,0.037324,0,0,0,0,mg N/L,KCl Ammonia 10,1658415538,7/21/2022 10:58,,
QCPRORESULT,NORMAL,0,1658415538,,,,,,,,,,,,,
QCPRODECISION,IN,1658415538,,,,,,,,,,,,,,
RESULT,15,U11,C3SC-D-5-N,25,0.766003,0.111556,0,0,0,0,mg N/L,KCl Ammonia 10,1658415698,7/21/2022 11:01,,
RESULT,16,U12,C3SC-D-1-N,26,0.952061,0.129706,0,0,0,0,mg N/L,KCl Ammonia 10,1658415858,7/21/2022 11:04,,
RESULT,17,U13,C3SC-D-2-N,27,0.282745,0.064412,0,0,0,0,mg N/L,KCl Ammonia 10,1658416018,7/21/2022 11:06,,
RESULT,18,U14,C3SC-D-4-N,28,1.513262,0.184454,0,0,0,0,mg N/L,KCl Ammonia 10,1658416178,7/21/2022 11:09,,
RESULT,19,U15,C3SC-D-3-N,29,1.168104,0.150782,0,0,0,0,mg N/L,KCl Ammonia 10,1658416338,7/21/2022 11:12,,
RESULT,20,U16,C3A-A-1-N,30,0.804530,0.115314,0,0,0,0,mg N/L,KCl Ammonia 10,1658416498,7/21/2022 11:14,,
RESULT,21,U17,C3A-A-3-N,31,0.416588,0.077469,0,0,0,0,mg N/L,KCl Ammonia 10,1658416658,7/21/2022 11:17,,
RESULT,22,U18,C3A-A-5-N,32,0.301601,0.066251,0,0,0,0,mg N/L,KCl Ammonia 10,1658416818,7/21/2022 11:20,,
RESULT,23,U19,C3A-A-4-N,33,0.190738,0.055436,0,0,0,0,mg N/L,KCl Ammonia 10,1658416978,7/21/2022 11:22,,
RESULT,24,U20,C3A-A-2-N,34,-0.155928,0.021617,0,0,0,18,mg N/L,KCl Ammonia 10,1658417138,7/21/2022 11:25,,
RESULT,24,C13,Duplicate,35,-0.147679,0.022422,0,0,0,0,mg N/L,KCl Ammonia 10,1658417298,7/21/2022 11:28,,
QCPRORESULT,DUPLICATE,5.434091,1658417298,,,,,,,,,,,,,
QCPRODECISION,IN,1658417298,,,,,,,,,,,,,,
RESULT,24,C14,Auto Spike,36,1.893100,0.220617,0,0,0,0,mg N/L,KCl Ammonia 10,1658417458,7/21/2022 11:30,,
QCPRORESULT,AUTO SPIKE,102.451385,1658417458,,,,,,,,,,,,,
QCPRODECISION,IN,1658417458,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,37,5.310728,0.554914,0,0,0,0,mg N/L,KCl Ammonia 10,1658417618,7/21/2022 11:33,,
QCPRORESULT,NORMAL,0,1658417618,,,,,,,,,,,,,
QCPRODECISION,IN,1658417618,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,38,0.000512,0.036879,0,0,0,0,mg N/L,KCl Ammonia 10,1658417778,7/21/2022 11:36,,
QCPRORESULT,NORMAL,0,1658417778,,,,,,,,,,,,,
QCPRODECISION,IN,1658417778,,,,,,,,,,,,,,
RESULT,25,U21,C1A-B-4-N,39,1.322355,0.16583,0,0,0,0,mg N/L,KCl Ammonia 10,1658417938,7/21/2022 11:38,,
RESULT,26,U22,C3SA-A-3-N,40,0.713359,0.10642,0,0,0,0,mg N/L,KCl Ammonia 10,1658418094,7/21/2022 11:41,,
RESULT,27,U23,C3SA-A-4-N,41,0.222092,0.058495,0,0,0,0,mg N/L,KCl Ammonia 10,1658418255,7/21/2022 11:44,,
RESULT,-3,C11,CCV,42,5.246357,0.548634,0,0,0,0,mg N/L,KCl Ammonia 10,1658418414,7/21/2022 11:46,,
QCPRORESULT,NORMAL,0,1658418414,,,,,,,,,,,,,
QCPRODECISION,IN,1658418414,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,43,0.010447,0.037848,0,0,0,0,mg N/L,KCl Ammonia 10,1658418575,7/21/2022 11:49,,
QCPRORESULT,NORMAL,0,1658418575,,,,,,,,,,,,,
QCPRODECISION,IN,1658418575,,,,,,,,,,,,,,
RUNENDED,1658418658,COMPLETE,,,,,,,,,,,,,,
RUNSTARTED,1658428569,7/21/2022 14:36,,,,,,,,,,,,,,
RESULT,-1,S1,Standard 1,0,0.039102,0.039102,0,0,0,0,mg N/L,KCl Ammonia 10,1658429746,7/21/2022 14:55,,
RESULT,-2,S90,Standard .2,1,0.067499,0.067499,0,0,0,0,mg N/L,KCl Ammonia 10,1658429906,7/21/2022 14:58,,
RESULT,-2,S91,Standard .5,2,0.099070,0.09907,0,0,0,0,mg N/L,KCl Ammonia 10,1658430066,7/21/2022 15:01,,
RESULT,-2,S92,Standard 1,3,0.143886,0.143886,0,0,0,0,mg N/L,KCl Ammonia 10,1658430226,7/21/2022 15:03,,
RESULT,-2,S93,Standard 2.5,4,0.284229,0.284229,0,0,0,0,mg N/L,KCl Ammonia 10,1658430387,7/21/2022 15:06,,
RESULT,-2,S94,Standard 5,5,0.536145,0.536145,0,0,0,0,mg N/L,KCl Ammonia 10,1658430546,7/21/2022 15:09,,
RESULT,-2,S95,Standard 7.5,6,0.796620,0.79662,0,0,0,0,mg N/L,KCl Ammonia 10,1658430707,7/21/2022 15:11,,
RESULT,-2,S96,Standard 10,7,1.043758,1.043758,0,0,0,0,mg N/L,KCl Ammonia 10,1658430867,7/21/2022 15:14,,
RESULT,-1,S0,Standard 0,8,0.041008,0.041008,0,0,0,0,mg N/L,KCl Ammonia 10,1658431027,7/21/2022 15:17,,
CALIBRATION,KCl Ammonia 10,1658431027,7/21/2022 15:17,,,,,,,,,,,,,
RESULT,-3,C11,CCV,9,5.280438,0.568559,0,0,0,0,mg N/L,KCl Ammonia 10,1658431187,7/21/2022 15:19,,
QCPRORESULT,NORMAL,0,1658431187,,,,,,,,,,,,,
QCPRODECISION,IN,1658431187,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,10,0.031780,0.041244,0,0,0,0,mg N/L,KCl Ammonia 10,1658431348,7/21/2022 15:22,,
QCPRORESULT,NORMAL,0,1658431348,,,,,,,,,,,,,
QCPRODECISION,IN,1658431348,,,,,,,,,,,,,,
RESULT,5,U1,C3C-D-5,11,0.164553,0.054583,0,0,0,0,mg N/L,KCl Ammonia 10,1658431508,7/21/2022 15:25,,
RESULT,6,U2,C3C-C-2,12,0.125532,0.050663,0,0,0,0,mg N/L,KCl Ammonia 10,1658431668,7/21/2022 15:27,,
RESULT,7,U3,C3A-D-2,13,0.577383,0.096059,0,0,0,0,mg N/L,KCl Ammonia 10,1658431828,7/21/2022 15:30,,
RESULT,8,U4,C3C-C-3,14,0.384320,0.076663,0,0,0,0,mg N/L,KCl Ammonia 10,1658431988,7/21/2022 15:33,,
RESULT,9,U5,C3C-D-3,15,0.553053,0.093615,0,0,0,0,mg N/L,KCl Ammonia 10,1658432148,7/21/2022 15:35,,
RESULT,10,U6,C3C-C-4,16,1.034276,0.141961,0,0,0,0,mg N/L,KCl Ammonia 10,1658432308,7/21/2022 15:38,,
RESULT,11,U7,C3C-D-1,17,1.301431,0.168802,0,0,0,0,mg N/L,KCl Ammonia 10,1658432468,7/21/2022 15:41,,
RESULT,12,U8,C3SA-B-2,18,0.935971,0.132085,0,0,0,0,mg N/L,KCl Ammonia 10,1658432628,7/21/2022 15:43,,
RESULT,13,U9,C1A-A-1,19,0.547074,0.093014,0,0,0,0,mg N/L,KCl Ammonia 10,1658432787,7/21/2022 15:46,,
RESULT,14,U10,C3SA-B-1,20,0.230125,0.061171,0,0,0,0,mg N/L,KCl Ammonia 10,1658432947,7/21/2022 15:49,,
RESULT,14,C13,Duplicate,21,0.235064,0.061667,0,0,0,0,mg N/L,KCl Ammonia 10,1658433107,7/21/2022 15:51,,
QCPRORESULT,DUPLICATE,2.123569,1658433107,,,,,,,,,,,,,
QCPRODECISION,IN,1658433107,,,,,,,,,,,,,,
RESULT,14,C14,Auto Spike,22,2.354329,0.27344,0,0,0,0,mg N/L,KCl Ammonia 10,1658433267,7/21/2022 15:54,,
QCPRORESULT,AUTO SPIKE,106.210213,1658433267,,,,,,,,,,,,,
QCPRODECISION,IN,1658433267,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,23,5.322553,0.57279,0,0,0,0,mg N/L,KCl Ammonia 10,1658433427,7/21/2022 15:57,,
QCPRORESULT,NORMAL,0,1658433427,,,,,,,,,,,,,
QCPRODECISION,IN,1658433427,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,24,0.020082,0.040069,0,0,0,0,mg N/L,KCl Ammonia 10,1658433587,7/21/2022 15:59,,
QCPRORESULT,NORMAL,0,1658433587,,,,,,,,,,,,,
QCPRODECISION,IN,1658433587,,,,,,,,,,,,,,
RESULT,15,U11,C3A-D-1,25,0.331314,0.071337,0,0,0,0,mg N/L,KCl Ammonia 10,1658433747,7/21/2022 16:02,,
RESULT,16,U12,C1A-A-4,26,0.199577,0.058102,0,0,0,0,mg N/L,KCl Ammonia 10,1658433907,7/21/2022 16:05,,
RESULT,17,U13,C3C-D-2,27,0.424235,0.080673,0,0,0,0,mg N/L,KCl Ammonia 10,1658434067,7/21/2022 16:07,,
RESULT,18,U14,C1A-A-3,28,0.283438,0.066527,0,0,0,0,mg N/L,KCl Ammonia 10,1658434227,7/21/2022 16:10,,
RESULT,19,U15,C3C-D-4,29,0.182857,0.056422,0,0,0,0,mg N/L,KCl Ammonia 10,1658434387,7/21/2022 16:13,,
RESULT,20,U16,C3A-B-2,30,0.929600,0.131445,0,0,0,0,mg N/L,KCl Ammonia 10,1658434547,7/21/2022 16:15,,
RESULT,21,U17,C3C-A-5,31,0.350981,0.073313,0,0,0,0,mg N/L,KCl Ammonia 10,1658434707,7/21/2022 16:18,,
RESULT,22,U18,C3C-C-5,32,0.709886,0.109371,0,0,0,0,mg N/L,KCl Ammonia 10,1658434867,7/21/2022 16:21,,
RESULT,23,U19,C3A-B-5,33,-0.156203,0.022358,0,0,0,18,mg N/L,KCl Ammonia 10,1658435027,7/21/2022 16:23,,
RESULT,24,U20,C1A-A-2,34,0.524229,0.090719,0,0,0,0,mg N/L,KCl Ammonia 10,1658435187,7/21/2022 16:26,,
RESULT,24,C13,Duplicate,35,0.538857,0.092188,0,0,0,0,mg N/L,KCl Ammonia 10,1658435347,7/21/2022 16:29,,
