row ID,row m/z,row retention time,LT-C4-1A.mzML crop_filtered_POS Peak area,LT-C4-1B.mzML crop_filtered_POS Peak area,LT-C4-1C.mzML crop_filtered_POS Peak area,LT-C4-2A.mzML crop_filtered_POS Peak area,LT-C4-2B.mzML crop_filtered_POS Peak area,LT-C4-2C.mzML crop_filtered_POS Peak area,LT-C4-3A.mzML crop_filtered_POS Peak area,LT-C4-3B.mzML crop_filtered_POS Peak area,LT-C4-3C.mzML crop_filtered_POS Peak area,LT-C4-4A.mzML crop_filtered_POS Peak area,LT-C4-4B.mzML crop_filtered_POS Peak area,LT-C4-4C.mzML crop_filtered_POS Peak area,LT-C4-5A.mzML crop_filtered_POS Peak area,LT-C4-5B.mzML crop_filtered_POS Peak area,LT-C4-5C.mzML crop_filtered_POS Peak area,LT-C4-6A.mzML crop_filtered_POS Peak area,LT-C4-6B.mzML crop_filtered_POS Peak area,LT-C4-6C.mzML crop_filtered_POS Peak area,LT-C4-7A.mzML crop_filtered_POS Peak area,LT-C4-7B.mzML crop_filtered_POS Peak area,LT-C4-7C.mzML crop_filtered_POS Peak area,PROCBLANKA.mzML crop_filtered_POS Peak area,PROCBLANKB.mzML crop_filtered_POS Peak area,PROCBLANKC.mzML crop_filtered_POS Peak area,zBLK02.mzML crop_filtered_POS Peak area,zBLK03.mzML crop_filtered_POS Peak area,zBLK04.mzML crop_filtered_POS Peak area,zBLK05.mzML crop_filtered_POS Peak area,zBLK06.mzML crop_filtered_POS Peak area,zBLK07.mzML crop_filtered_POS Peak area,
13749,428.2276306152344,2.701513333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887066.1286231872,1039006.4670913632,1474243.8044582573,0,0,0,0,0,0,0,0,0,0,0,0,
13750,424.25111389160156,3.8638689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697555.2240275542,0,0,0,0,0,0,0,0,0,0,0,0,
13751,265.10691324869794,2.639199233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978287.6557510395,1132663.6668747168,1178451.84193052,1304442.7420909666,1227160.8203679363,1300726.9019557503,0,0,0,0,0,0,0,0,0,
13754,381.1689758300781,3.0666391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651627.2234040478,0,0,0,0,0,0,0,0,0,0,0,0,
13755,603.2786763509115,4.5016259666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293385.175453458,1196320.8779330845,1631764.4238301928,0,0,0,0,0,0,0,0,0,0,0,0,
13756,668.3717142740885,4.437998233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361375.0009627389,1310443.918027733,1507440.2917212225,0,0,0,0,0,0,0,0,0,0,0,0,
13758,583.2537841796875,4.6597157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446189.726432813,2137967.4304503743,2419169.2268229863,0,0,0,0,0,0,0,0,0,0,0,0,
13760,627.2799987792969,2.3974124666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811666.6701459892,803667.3449592638,890334.9901503554,0,0,0,0,0,0,0,0,0,0,0,0,
13761,926.4548950195312,5.885839300000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4777074.217321541,4364477.392746871,4291479.331001063,0,0,0,0,0,0,0,0,0,0,0,0,
13762,336.14495340983075,3.7115429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720093.6337024226,747199.7457147869,1088424.9269642548,0,0,0,0,0,0,0,0,0,0,0,0,
13764,227.08175659179688,3.2548917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709829.671406885,0,0,0,0,0,0,0,0,0,0,0,0,
13765,353.1958923339844,2.7804683999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730138.1473508424,0,0,0,0,0,0,0,0,0,0,0,0,
13766,743.2926635742188,5.128257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506081.856164617,0,0,0,0,0,0,0,0,0,0,0,0,
13767,634.2865905761719,4.341549199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557176.0335463156,0,996360.173572243,0,0,0,0,0,0,0,0,0,0,0,0,
13768,177.12763214111328,2.6103099666666667,0,0,0,0,0,0,0,0,0,0,0,0,836149.0400203154,936414.6187135512,1003742.1969361365,1782014.1503745252,1734322.3701666566,2074089.723081044,1095879.1128794304,1043711.2298768463,948341.226261388,0,0,0,0,0,0,0,0,0,
13769,289.17948259626115,3.2914318714285717,0,0,0,0,0,0,0,0,0,0,0,0,243294.63287315491,0,0,1041041.5036466683,1056996.9484415844,1287354.16527408,2342527.8428918463,1742468.9633884267,2083703.9590891865,0,0,0,0,0,0,0,0,0,
13771,659.2685139973959,5.015884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586980.127225472,1507919.5070505543,1627534.104900286,0,0,0,0,0,0,0,0,0,0,0,0,
13772,601.2637736002604,5.1496207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192279.155412942,996049.385671137,1167303.170637069,0,0,0,0,0,0,0,0,0,0,0,0,
13774,404.228458404541,3.3232287333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231522.1187463114,1366214.8781491425,1407705.5161331033,1813338.8799290634,795013.9438420077,917363.4293569243,0,0,0,0,0,0,0,0,0,
13777,344.17123074001734,3.075035177777778,0,0,0,0,0,0,0,0,0,0,0,0,1635731.0964795796,2211926.020413955,2072553.645680977,2664837.8285063202,2270119.349354344,2305473.420556012,3672830.5634982134,3413238.415203235,3503068.5882866206,0,0,0,0,0,0,0,0,0,
13778,638.3160298665365,4.740974666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867119.9867588277,1650220.9429808417,2010673.4710568879,0,0,0,0,0,0,0,0,0,0,0,0,
13779,652.2853393554688,5.103125633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959897.9733861471,1200426.4560344557,1363266.5714077498,0,0,0,0,0,0,0,0,0,0,0,0,
13780,700.3557281494141,4.21275245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432605.4789931631,932652.2279242749,0,0,0,0,0,0,0,0,0,0,0,0,
13781,590.3348490397135,4.8358830333333325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637692.9111878304,732480.4846950748,1653298.7419001698,0,0,0,0,0,0,0,0,0,0,0,0,
13783,193.1223373413086,2.3909788499999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691015.5012188936,715675.5000286398,0,0,0,0,0,0,0,0,0,0,0,0,
13784,354.2273712158203,3.6205876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652866.9048650382,0,0,0,0,0,0,0,0,0,0,0,0,
13785,668.2909037272135,3.8722973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231550.994426987,1128442.378245893,1251083.836202201,0,0,0,0,0,0,0,0,0,0,0,0,
13786,361.204833984375,2.6492118333333337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578491.5857967008,644899.0608875592,826679.0149956772,0,0,0,0,0,0,0,0,0,0,0,0,
13787,677.3014221191406,3.0666391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595807.2658705321,0,0,0,0,0,0,0,0,0,0,0,0,
13788,317.1722412109375,3.04001635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694985.4103026135,691091.9133941723,0,0,0,0,0,0,0,0,0,0,0,0,
13789,319.11582946777344,2.0501658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061622.7736987665,2018742.7403050752,2216665.1918253754,0,0,0,0,0,0,0,0,0,0,0,0,
13791,364.2005310058594,2.8497788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648110.4965348875,0,0,0,0,0,0,0,0,0,0,0,0,
13792,675.2654113769531,4.2877837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676272.9815692512,0,0,0,0,0,0,0,0,0,0,0,0,
13794,343.1753387451172,2.5470272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993917.107537616,872205.6095108441,1057102.7964326965,0,0,0,0,0,0,0,0,0,0,0,0,
13796,401.14154052734375,2.7114265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613655.4980003934,0,0,0,0,0,0,0,0,0,0,0,0,
13797,398.18155670166016,2.7863104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115821.700680341,2289480.728084064,1221528.536726296,1129980.0042447634,1373308.4807234071,1318433.2906975895,0,0,0,0,0,0,0,0,0,
13799,609.2697550455729,4.906660266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932762.735543798,772614.3212194289,1022667.3940033793,0,0,0,0,0,0,0,0,0,0,0,0,
13800,276.1659901936849,2.2722339666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928555.3448518971,983449.7476413879,1017729.330714043,0,0,0,0,0,0,0,0,0,0,0,0,
13801,218.16231791178384,2.4836382666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980524.8074153195,762342.6785308861,959890.5209213189,0,0,0,0,0,0,0,0,0,0,0,0,
13802,638.3161010742188,4.3332545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709291.8012620575,0,0,0,0,0,0,0,0,0,0,0,0,
13803,336.1855875651042,2.4214652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855895.0343788628,904387.5201308451,1158488.3345908846,0,0,0,0,0,0,0,0,0,0,0,0,
13804,247.09674453735352,2.6155984666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032338.6715693312,997442.6935549666,1151370.9623549487,672564.9051453269,654333.3379070386,608340.5564826566,0,0,0,0,0,0,0,0,0,
13805,627.2805684407552,4.517946833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967083.117072473,961197.4941489014,1195330.0250404738,0,0,0,0,0,0,0,0,0,0,0,0,
13806,337.16378326416014,3.04331978,1375681.8907163332,1211040.5686023708,1176925.0011557809,0,0,0,0,0,0,0,0,0,0,0,495386.56424121006,1889516.7121589745,1530353.7058739527,1909846.9404593925,2307788.0611380655,2098485.0124779334,2296705.4055476487,0,0,0,0,0,0,0,0,0,
13807,269.1749674479167,2.51605545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891281.8819792077,863514.2520302336,1139680.2744446713,894303.9864364952,1080087.528584063,897723.3921595067,0,0,0,0,0,0,0,0,0,
13808,613.3003336588541,2.3662090666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736802.6116370854,863284.059900563,989684.591810697,0,0,0,0,0,0,0,0,0,0,0,0,
13809,414.1755727132161,3.220493533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866808.0139559564,1350679.4014064071,1246496.0869381994,0,0,0,0,0,0,0,0,0,0,0,0,
13810,220.14147281646729,4.3310433,0,0,0,0,0,0,0,0,0,1.3967235694422051E7,1.5564424301860485E7,9919303.917384816,9622472.875795484,7552160.755666881,8783252.509896673,0,387460.84509921935,479831.56904350047,0,0,0,0,0,0,0,0,0,0,0,0,
13812,214.08067576090494,3.3437664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377958.36583041743,296220.2702573878,608268.7312261601,0,0,0,0,0,0,0,0,0,0,0,0,
13813,609.2695617675781,4.969207566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047350.3804560218,1241054.1687277493,1298545.8535988433,0,0,0,0,0,0,0,0,0,0,0,0,
13814,743.2908935546875,4.067548033333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739646.9884304127,429937.11890810163,839411.7231161455,0,0,0,0,0,0,0,0,0,0,0,0,
13817,169.1012929280599,2.3576189666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669736.0581903256,891051.2385155649,823106.4574890669,0,0,0,0,0,0,0,0,0,0,0,0,
13818,982.4425557454427,5.9117663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4602351.882564958,4184413.640213916,4645499.332576545,0,0,0,0,0,0,0,0,0,0,0,0,
13820,216.14778900146484,2.42033784,0,0,0,0,0,0,0,0,0,437141.0984490861,332891.809063549,0,0,0,0,1102624.6969690071,798822.8178541197,1160191.7574614552,0,0,0,0,0,0,0,0,0,0,0,0,
13821,197.11746470133463,3.0548143833333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765412.2099125388,963196.4337242834,921851.9911360797,4296731.466277713,4827562.378882077,4677873.0799857145,0,0,0,0,0,0,0,0,0,
13822,627.2811584472656,4.6016462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688816.4011694512,0,0,0,0,0,0,0,0,0,0,0,0,
13824,177.09030850728354,3.054022708333333,0,0,0,0,0,0,0,0,0,373936.02774377237,246618.3072961722,287463.5922737445,2515076.5821890845,1045920.4163095055,2660270.841951875,1013215.2499839845,683425.0249610172,826924.41226983,1127842.003519639,794593.9253415929,1179343.141058766,0,0,0,0,0,0,0,0,0,
13825,259.1697642008464,2.785800866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619008.6582299081,398858.039560056,694159.2212139829,0,0,0,0,0,0,0,0,0,0,0,0,
13826,433.2762481689453,5.32631138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676343.4912099966,581122.5116153012,666698.6549599749,450091.26978308015,408933.43290076026,0,0,0,0,0,0,0,0,0,0,
13828,606.3285878499349,4.333133466666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452795.51795123616,733716.5356146814,845888.4075629263,0,0,0,0,0,0,0,0,0,0,0,0,
13829,334.1712646484375,3.3446393,0,0,0,0,0,0,0,0,0,0,0,0,248281.99232039024,0,0,738769.2372861537,664299.7658592437,880140.7376719243,0,0,0,0,0,0,0,0,0,0,0,0,
13830,315.17909749348956,2.5690699833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068729.775380657,1013127.6317549034,1063998.5008914347,669618.2250210933,718612.7763246206,789830.0184188006,0,0,0,0,0,0,0,0,0,
13832,294.13368225097656,3.2102225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491507.8227089967,0,0,0,0,0,0,0,0,0,0,0,0,
13833,709.325937906901,5.352030066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467863.74570634763,633793.4283749006,787011.0242442003,0,0,0,0,0,0,0,0,0,0,0,0,
13834,274.90165557861326,0.3504195826666666,896667.9579099378,956039.418665508,842297.715733406,822180.9964040394,847679.09549392,774497.1265619107,816204.3662260523,784948.3929723235,896884.1919076687,864656.7138294583,953021.7213388991,931637.4681790827,864858.4460225715,792422.2261400907,927480.8607266037,932462.412371967,896420.9937347994,1006782.3395066262,832989.2838188952,817219.5795368227,759435.6825548604,953307.7560621612,877171.089412561,873690.6371578923,577371.3677976222,641644.8507151784,728787.8180575522,839175.5694644882,769126.4041633573,895689.515303177,
13835,313.2007720947266,3.67752008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423358.19725938246,0,644697.3282230395,1510392.3653947036,1340493.7473042035,1521927.3745423153,0,0,0,0,0,0,0,0,0,
13836,709.3266092936198,5.550568366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796234.1167335138,719148.289220687,756690.32275856,0,0,0,0,0,0,0,0,0,0,0,0,
13837,207.13807169596353,2.3501236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640459.3959114589,740667.8962798823,733016.4810311971,0,0,0,0,0,0,0,0,0,0,0,0,
13839,654.2999572753906,3.1146101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457815.0438537431,0,0,0,0,0,0,0,0,0,0,0,0,
13840,227.1277732849121,2.5728676166666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694232.593096708,705277.6047600724,889914.0252206007,1323638.5755593483,1338448.1077257688,1382996.64840197,0,0,0,0,0,0,0,0,0,
13841,225.0912322998047,2.7804683999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545904.9897762407,0,0,0,0,0,0,0,0,0,0,0,0,
13842,551.2642720540365,5.0574521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366155.34953521757,291366.59477483795,725245.1498033835,0,0,0,0,0,0,0,0,0,0,0,0,
13843,167.0704689025879,2.46555508,0,0,0,0,0,0,2259915.2644747477,2295692.5403687824,2438017.9126702044,0,0,0,0,960998.7214775392,0,1425401.5642222294,1408514.3325841655,1510052.0952531935,1844680.714548257,1757403.8379996123,1802839.3998210027,0,0,0,0,0,0,0,0,0,
13845,343.1829376220703,3.2800769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469442.2938851025,0,0,0,0,0,0,0,0,0,0,0,0,
13846,314.20506286621094,2.4757828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488992.2284426006,0,0,0,0,0,0,0,0,0,0,0,0,
13847,371.1473846435547,3.4450853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446002.3481743711,0,0,0,0,0,0,0,0,0,0,0,0,
13848,690.3228454589844,4.137045266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132119.0573350936,790822.5340832565,1164284.7067054193,0,0,0,0,0,0,0,0,0,0,0,0,
13849,630.330685933431,5.771253441666668,0,0,0,1254368.790863956,1037775.4082035315,1337253.990274261,0,0,0,0,0,0,3916272.6505220803,2790744.398787568,3896295.153189278,759297.236488262,762965.6251930728,764534.6957291678,621949.2541830996,662819.584334649,564259.0964902028,0,0,0,0,0,0,0,0,0,
13850,700.3547871907552,4.340644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678540.0812363641,550616.6758887686,603567.8149835126,0,0,0,0,0,0,0,0,0,0,0,0,
13851,626.3555603027344,5.036907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525434.1597413908,0,0,0,0,0,0,0,0,0,0,0,0,
13853,236.17257690429688,3.2548917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448766.21136508737,0,0,0,0,0,0,0,0,0,0,0,0,
13855,404.8168050831762,1.0859597931034481,3478164.6806722363,2981288.4037190485,3457669.503752315,3250207.9875654276,3235373.1041655564,3248582.3342781127,3186532.0081372084,3381896.7749511087,3365078.6233182414,3434707.0391393146,2991677.2287189667,3327466.7279087817,3450209.373132492,3137384.0906090876,3433381.84950894,3502155.414789186,3363307.526463221,1763179.170244641,1814417.8737150577,3391215.91114639,2489852.2611461477,3043542.675697843,3308782.2167112078,3115670.7587462277,0,1990739.5269119204,2286268.5204573306,2568190.0403277543,2598647.89974175,3002470.851644229,
13856,285.16962178548175,2.61643735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231018.01340093,1136445.7503849594,1288068.136245411,710263.6453327723,559434.1929327194,1351014.5574116155,0,0,0,0,0,0,0,0,0,
13857,463.092529296875,3.1842809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498006.8963781536,0,0,0,0,0,0,0,0,0,0,0,0,
13858,606.3274803161621,5.3207421875,0,0,0,0,0,0,0,0,0,0,0,0,686537.0192699172,0,749792.607908485,496704.339735099,552843.7294684168,694101.7397866035,506003.2624553002,459400.4609825354,457608.5349224766,0,0,0,0,0,0,0,0,0,
13862,587.2853597005209,4.969214466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609984.2721364639,359788.03125868464,657666.4502197055,0,0,0,0,0,0,0,0,0,0,0,0,
13863,650.3596801757812,5.0825528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386165.1193930509,0,0,0,0,0,0,0,0,0,0,0,0,
13865,603.2806091308594,4.228350866666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691561.13239286,1649133.8001639382,1678830.8924913285,0,0,0,0,0,0,0,0,0,0,0,0,
13866,359.22540283203125,2.6208808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449710.530054235,0,0,0,0,0,0,0,0,0,0,0,0,
13867,614.3081970214844,4.7523308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276163.8052740247,520847.7582971906,0,0,0,0,0,0,0,0,0,0,0,0,
13868,551.2635498046875,4.820834433333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623815.94161716,577988.7206117406,817564.1859435097,0,0,0,0,0,0,0,0,0,0,0,0,
13869,853.2512656317817,7.315764411111112,1837144.9263606495,3075314.084313969,0,4082249.6137612467,2085450.0462007248,0,4479725.688830274,3363771.1356493775,0,4141885.153996207,1817038.5306049944,1735933.5132469572,0,2128881.44805635,1603267.8976228586,4517673.416226584,2746420.9105172944,1928785.0537034073,0,0,1709178.0454294998,1189520.0023818829,0,0,0,0,0,1793207.5708433315,2581583.960181517,0,
13870,165.05476924351282,3.0522500999999997,0,0,0,0,0,0,0,0,0,0,306746.74581832223,0,1002681.6089586087,1084460.9339493492,935859.5881535774,655744.3733550485,430004.8802017395,685911.0098176426,0,0,0,0,0,0,0,0,0,0,0,0,
13871,173.0599822998047,2.7804683999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415123.86066009273,0,0,0,0,0,0,0,0,0,0,0,0,
13872,286.1646385192871,2.480715225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986730.9605216613,1848807.2453104681,1932606.9213638946,1078443.3749857903,0,0,0,0,0,0,0,0,0,
13873,237.5887908935547,5.128257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409337.3723643192,0,0,0,0,0,0,0,0,0,0,0,0,
13876,163.11187744140625,2.4982869000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524418.1136644654,0,0,0,0,0,0,0,0,0,0,0,0,
13877,649.3261108398438,3.9363564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561185.5404083893,0,0,0,0,0,0,0,0,0,0,0,0,
13878,205.15889994303384,2.304024266666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310579.21194454684,340929.76810936927,627035.1476010225,0,0,0,0,0,0,0,0,0,0,0,0,
13880,576.3553085327148,5.6363132375,0,0,0,0,0,0,705230.1421713765,0,637367.7205075067,0,0,0,1270205.300715838,1123906.6306748465,1166385.8647665894,829123.8453048321,666048.0269915198,753393.287068804,0,0,0,0,0,0,0,0,0,0,0,0,
13881,165.1274757385254,2.5911444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354809.75157417235,489930.5430077008,0,0,0,0,0,0,0,0,0,0,0,0,
13882,364.14515686035156,2.9957457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424434.1603030795,0,0,0,0,0,0,0,0,0,0,0,0,
13883,587.2859344482422,4.25916985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480908.09789801465,0,643376.5056439942,0,0,0,0,0,0,0,0,0,0,0,0,
13885,364.2003885904948,2.9641782666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592488.8981365071,577908.2566030759,647149.2595896097,852214.1947499515,698969.3410491787,820775.8715525606,0,0,0,0,0,0,0,0,0,
13886,223.13267844063895,2.914043907142857,0,0,520084.50598971,794506.1481547775,1006141.0556240601,553039.496093,0,542267.956124706,514538.6852977247,0,0,0,526336.7575630081,491648.7425207109,0,726572.0947657388,573342.6206936812,915758.4504517476,1845293.6816442176,1728446.0196332776,1762150.7891959231,0,0,0,0,0,0,0,0,0,
13887,626.3560791015625,4.584577433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606551.5221120446,468654.7026986467,800198.7999808602,0,0,0,0,0,0,0,0,0,0,0,0,
13888,267.1225051879883,2.4510573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407983.60604775243,0,782239.8941694435,0,0,0,0,0,0,0,0,0,0,
13889,712.3111572265625,2.9226247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526911.86524711,0,0,0,0,0,0,0,0,0,0,0,0,
13890,307.11676025390625,2.6006794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117269.4252822993,1051288.9590925416,1110001.6952430569,1651256.4693967036,1316390.813183792,1680401.1295358452,0,0,0,0,0,0,0,0,0,
13892,383.135009765625,4.9392567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359342.0574303436,0,0,0,0,0,0,0,0,0,0,0,0,
13893,387.18431854248047,3.36048395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455425.6646582476,1.095900327377927E7,0,0,0,0,0,0,0,0,0,0,0,
13896,615.3172403971354,4.7486115333333325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603212.2838558919,509422.82179872796,752154.9402745061,0,0,0,0,0,0,0,0,0,0,0,0,
13897,386.1575241088867,2.9072863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393409.6998342398,546177.7828795913,0,0,0,0,0,0,0,0,0,0,0,0,
13898,181.08550008138022,2.2712973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693985.2829458491,666007.0942294919,849159.2802395377,1227013.9525823435,1206064.2430396897,1322986.680281717,0,0,0,0,0,0,0,0,0,
13899,223.1329126993815,3.048410006666666,0,0,0,1164913.0296998445,1104195.3427330083,1291113.607024617,1224230.4291766873,1068013.131605251,1130019.9925545012,0,0,465748.6643309182,204800.85129986622,0,427230.41227546794,1110479.5019934587,702978.1155283146,1202680.8366677368,3130516.7556458367,2917588.106505749,3116530.938753001,0,0,0,0,0,0,0,0,0,
13900,306.1418813069661,2.9806688,0,0,0,0,0,0,0,0,0,0,0,0,487811.360894531,464114.26494946843,490554.90940153017,448109.1678076872,400148.1323340226,561541.8364970615,0,0,0,0,0,0,0,0,0,0,0,0,
13902,300.21728515625,2.9479185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337089.72453442874,0,0,0,0,0,0,0,0,0,0,0,0,
13903,467.25511169433594,5.150961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363410.915579066,0,0,0,0,0,0,0,0,0,0,0,0,
13904,409.15013122558594,2.9479185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433728.98767963995,0,0,0,0,0,0,0,0,0,0,0,0,
13905,418.2071304321289,2.6004651500000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628952.5142974457,524735.0695110933,672991.2671795399,441786.46945621783,438172.07414901454,499260.93944826873,0,0,0,0,0,0,0,0,0,
13906,372.14195760091144,3.2181994,0,0,0,0,0,0,0,0,0,0,0,0,0,741182.9890953231,0,0,724421.5404815259,612886.6846720587,0,0,0,0,0,0,0,0,0,0,0,0,
13907,659.2688903808594,4.0909507666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215245.820075344,1412961.0755561474,1437941.5892915362,0,0,0,0,0,0,0,0,0,0,0,0,
13908,692.2037963867188,2.9732331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372798.56811349175,0,0,0,0,0,0,0,0,0,0,0,0,
13909,237.07569885253906,2.5502933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450917.989015816,0,0,0,0,0,0,0,0,0,0,0,0,
13911,669.2934265136719,4.1268875666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986255.8655737995,1062142.9465206354,1415708.6494630883,0,0,0,0,0,0,0,0,0,0,0,0,
13912,389.1592712402344,3.2548917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402216.5482859544,0,0,0,0,0,0,0,0,0,0,0,0,
